Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,Price_in_taka,Location,City_cumilla,City_dhaka,City_gazipur,City_narayanganj-city
Let Us Help You To Buy This 1125 Sq Ft Apartment Which Is Now Available In Mirpur DOHS,3.0,3.0,3.0,1.0,1125.0,9500000.0,"Mirpur DOHS, Mirpur",False,True,False,False
Uncover Your Place In A 1200 Sq Ft Structurally Well Built House For Sale In Mirpur DOHS,3.0,2.0,6.0,1.0,1200.0,11500000.0,"Mirpur DOHS, Mirpur",False,True,False,False
Uncover Your Place in a 1000 Sq Ft Structurally Well Built House for Sale in Shantinagar,2.0,2.0,1.0,1.0,1000.0,7500000.0,"Shantinagar Bazar Rd, Shantinagar",False,True,False,False
"In The Suitable Location of Shantinagar, an Eye-catching Flat of 1150 Sq Ft Is Up For Sale",3.0,2.0,1.0,1.0,1150.0,9000000.0,"Shantinagar Bazar Rd, Shantinagar",False,True,False,False
800 Sq Ft Flat Is Now For Sale In West Ahmed Nagar,2.0,2.0,3.0,1.0,800.0,4000000.0,"Ahmed Nagar, Mirpur",False,True,False,False
New with a view – 1000 SQ FT Flat for Sale in West Shewrapara,3.0,2.0,1.0,1.0,1000.0,6000000.0,"West Shewrapara, Mirpur",False,True,False,False
Deal With This 1030 Sq Ft Apartment For Sale In Mirpur-7,3.0,2.0,6.0,1.0,1030.0,6000000.0,"Section 7, Mirpur",False,True,False,False
At Mirpur Flat For Sale Close To Prince Bazar,3.0,3.0,9.0,1.0,1250.0,6700000.0,"Section 1, Mirpur",False,True,False,False
"1105 Square Feet Flat Is Waiting For Sale At Begum Rokeya Sharani, East Kazipara",3.0,3.0,7.0,1.0,1105.0,7500000.0,"East Kazipara, Mirpur",False,True,False,False
A 2374 Square Feet Residential Apartment For Sale At Bashundhara R-A Close To Sunflower School And College.,3.0,3.0,2.0,1.0,2374.0,26500000.0,"Block A, Bashundhara R-A",False,True,False,False
"Live Pleasantly In This 970 Sq Ft Apartment For Sale In East Kazipara, Mirpur",2.0,2.0,1.0,1.0,970.0,4000000.0,"East Kazipara, Mirpur",False,True,False,False
Buy This 1239 Sq Ft Flat With 3 Bedrooms For Sale In Uttara-12,3.0,3.0,6.0,1.0,1239.0,11000000.0,"Sector 12, Uttara",False,True,False,False
"1040 Sq Ft Apartment With 2 Bedrooms For Sale In Section 15, Mirpur",2.0,2.0,5.0,1.0,1040.0,6200000.0,"Section 15, Mirpur",False,True,False,False
"View This 1350 Sq Ft Residential Flat For Sale In Mirpur, Middle Monipur",3.0,3.0,1.0,1.0,1350.0,8500000.0,"Middle Monipur, Mirpur",False,True,False,False
1660 Sq Ft Decent Flat With 3 Bedrooms For Sale In Uttara-12,3.0,3.0,1.0,1.0,1660.0,10500000.0,"Sector 12, Uttara",False,True,False,False
"Take A Look At This 1497 Sq Ft Apartment For Sale In Agargaon, Taltola",4.0,4.0,1.0,1.0,1497.0,9500000.0,"Taltola, Agargaon",False,True,False,False
"5 Katha Plot is now available for sale in Purbachal, Sector 15",3.0,3.0,4.0,1.0,3600.0,55000000.0,"Sector 15, Purbachal",False,True,False,False
"Grab This 1360 Sq Ft Apartment For Sale In Pallabi, Mirpur",3.0,3.0,3.0,1.0,1360.0,13900000.0,"Pallabi, Mirpur",False,True,False,False
"This Comfy Flat Is Vacant Right Now For Sale In East Kazipara, Which Is 1360 Sq Ft",3.0,3.0,1.0,1.0,1360.0,8000000.0,"East Kazipara, Mirpur",False,True,False,False
A Nicely Constructed Apartment Of 2220 Sq Ft Is Available Right Now For Sale In Bashundhara R-a,4.0,5.0,2.0,1.0,2220.0,24000000.0,"Block F, Bashundhara R-A",False,True,False,False
"Have A Look At This 1100 Sq Ft Property Which Is Up For Sale Located At Section 12, Mirpur",3.0,3.0,9.0,1.0,1100.0,6500000.0,"Section 12, Mirpur",False,True,False,False
"Get Comfortable In A 930 Sq Ft Nice Flat For Sale In Middle Monipur, Mirpur",2.0,2.0,7.0,1.0,930.0,5500000.0,"Middle Monipur, Mirpur",False,True,False,False
"2250 Square Ft Residential Apartment For Sale At Bashundhara R-A, Block B",3.0,4.0,6.0,1.0,2250.0,21500000.0,"Block B, Bashundhara R-A",False,True,False,False
"A Comfortable 1238 Sq Ft Flat Is Here For Sale In Lake Circus Road, Kalabagan",3.0,3.0,1.0,1.0,1238.0,11000000.0,"Lake Circus Road, Kalabagan",False,True,False,False
"Check This Fine Looking Flat Of 1700 Sq Ft Offered For Sale In Block F, Banasree",3.0,3.0,3.0,1.0,1700.0,15000000.0,"Block F, Banasree",False,True,False,False
Buy This 1120 Sq Ft Apartment In The Flourishing Settlement Of Kallyanpur,3.0,3.0,7.0,1.0,1120.0,6000000.0,"Kallyanpur, Mirpur",False,True,False,False
"Let Us Assist You To Buy This 1150 Sq Ft Apartment Mirpur, Kallyanpur",3.0,3.0,1.0,1.0,1150.0,6000000.0,"Kallyanpur, Mirpur",False,True,False,False
"We Are Presenting You With This 1200 Sq Ft Apartment For Sale In North Pirerbag, Mirpur",3.0,3.0,6.0,1.0,1200.0,6000000.0,"Pirerbag, Mirpur",False,True,False,False
"Grab This 1635 Sq Ft Beautiful Apartment For Sale In Ahmed Nagar, Paikpara",3.0,4.0,5.0,1.0,1635.0,9000000.0,"Ahmed Nagar, Mirpur",False,True,False,False
We Are Offering To You This 1445 Sq Ft Lovely Flat For Sale In Banasree,3.0,3.0,4.0,1.0,1445.0,13000000.0,"Block B, Banasree",False,True,False,False
"Buy This Beautiful 1350 Sq Ft Ready Flat In Dakshin Khan, Sobur Khan Road",3.0,3.0,9.0,1.0,1350.0,6500000.0,"Sobur khan Road, Dakshin Khan",False,True,False,False
"At Ibrahimpur , This 1115 Square Ft. Nice Flat Is Up For Sale Within Your Affordability.",3.0,2.0,4.0,1.0,1115.0,5800000.0,"Kamal Khan Road, Ibrahimpur",False,True,False,False
4.35 Katha Residential Plot Is For Sale In In Ashulia,3.0,3.0,4.0,1.0,3132.0,27000000.0,"Ashulia, Savar",False,True,False,False
1000 Sq Ft Flat With 2 Bedrooms Is Up For Sale In Dakshin Khan,2.0,2.0,4.0,1.0,1000.0,6000000.0,"East Azampur, Dakshin Khan",False,True,False,False
"Available At Bashundhara R-A, Block L A 1550 Square Feet And 3 Bedroom Residential Apartment For Sale.",3.0,3.0,1.0,1.0,1550.0,12000000.0,"Block L, Bashundhara R-A",False,True,False,False
Covering 975 Sq Ft Space A Flat Is Up For Sale In Bochila,3.0,2.0,9.0,1.0,975.0,4000000.0,"Bochila, Mohammadpur",False,True,False,False
"A 2440 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Block H, Bashundhara R/A",4.0,4.0,8.0,1.0,2440.0,25400000.0,"Block H, Bashundhara R-A",False,True,False,False
2700 Square Feet Apartment Is Ready For Sale In Banani Dohs,3.0,3.0,5.0,1.0,2700.0,67500000.0,"Road No 2, Banani DOHS",False,True,False,False
2700 Square Feet Great Apartment For Sale In Banani Dohs,3.0,3.0,5.0,1.0,2700.0,67500000.0,"Road No 2, Banani DOHS",False,True,False,False
"Offering You A 1250 Sq Ft Nice Flat For Sale In Nobodoy Housing Society, Mohammadpur",3.0,3.0,8.0,1.0,1250.0,7500000.0,"Nobodoy Housing Society, Mohammadpur",False,True,False,False
1600 Sq Ft Apartment With 3 Bedrooms For Sale In Aftab Nagar,3.0,3.0,8.0,1.0,1600.0,14400000.0,"Block C, Aftab Nagar",False,True,False,False
"Get This Well Defined 1600 Sq Ft Flat For Sale In Tajmahal Road, Mohammadpur",3.0,3.0,3.0,1.0,1600.0,19200000.0,"Tajmahal Road, Mohammadpur",False,True,False,False
"Choose This 1550 Sq Ft Apartment Ready For Sale In Aftab Nagar, Block A",3.0,3.0,7.0,1.0,1550.0,11500000.0,"Block A, Aftab Nagar",False,True,False,False
"2187 Square Feet Apartment For Sale In Mohammadpur, Iqbal Road",4.0,4.0,4.0,1.0,2187.0,39366000.0,"Iqbal Road, Mohammadpur",False,True,False,False
"1500 Sq Ft Amazing Flat For Sale In West Rampura, Mohanagar Housing",3.0,3.0,7.0,1.0,1500.0,12000000.0,"West Rampura, Rampura",False,True,False,False
"15120 Sq Ft Full Building Is Ready To Be Sold In Banasree, Block F",7.0,8.0,1.0,1.0,15120.0,85000000.0,"Block F, Banasree",False,True,False,False
"Feel Satisfied Living In This 1227 Sq Ft Flat In Bashabo, Madartek",3.0,3.0,4.0,1.0,1227.0,5800000.0,"Madartek, Bashabo",False,True,False,False
Buy This Amazing 1150 Square Feet Apartment In Mirpur,3.0,3.0,6.0,1.0,1150.0,6000000.0,"West Shewrapara, Mirpur",False,True,False,False
"Buy This 600 Square Feet Apartment In Mirpur, West Shewrapara",2.0,1.0,4.0,1.0,600.0,2000000.0,"West Shewrapara, Mirpur",False,True,False,False
"Start a new home, in this 1050 SQ FT apartment for sale in Dakkhin Paikpara",3.0,2.0,3.0,1.0,1050.0,4500000.0,"Paikpara, Mirpur",False,True,False,False
This Small 550 Square Feet Commercial Floor For Sale Very Close To Kuril Kazibari Jame Mosjid,3.0,3.0,1.0,1.0,550.0,8000000.0,"Pragati Soroni, Kuril",False,True,False,False
Let Us Assist You To Buy This 1300 Sq Ft Flat For The Relaxing Life You Desire To Have In The Area Of Mirpur,3.0,3.0,1.0,1.0,1300.0,6500000.0,"Dakkhin Paikpara, Mirpur",False,True,False,False
This 2150 Sq.Ft Spacious Apartment Which Is Up For Sale At Dhanmondi Near By National Bank Limited.,3.0,3.0,5.0,1.0,2150.0,23500000.0,"Road No 9A, Dhanmondi",False,True,False,False
"At Uttar Khan, 1335 Sq Ft Flat Is Available For Sale",3.0,3.0,4.0,1.0,1335.0,6007500.0,"Puran Para, Uttar Khan",False,True,False,False
"1186 Square Feet And 3 Bedroom Residential Apartment For Sale At Puran Para, Uttar Khan .",3.0,3.0,5.0,1.0,1186.0,5337000.0,"Puran Para, Uttar Khan",False,True,False,False
Wonderful 895 SQ FT home is available for sale in Agargaon,2.0,2.0,7.0,1.0,895.0,5500000.0,"West Agargaon, Agargaon",False,True,False,False
Affordableble 765 Sq Ft Apartment Is Up For Sale In West Agargaon,2.0,2.0,3.0,1.0,765.0,5207500.0,"West Agargaon, Agargaon",False,True,False,False
"An Adequate Residence Is up For Sale In Section 11, Mirpur With Satisfactory Price",2.0,2.0,2.0,1.0,750.0,4000000.0,"Section 11, Mirpur",False,True,False,False
"750 Sq Ft Apartment Is Available For Sale At Section 11, Mirpur",2.0,2.0,2.0,1.0,750.0,4000000.0,"Section 11, Mirpur",False,True,False,False
In Mirpur this flat is up for sale which is 930 SQ FT,3.0,3.0,4.0,1.0,930.0,3900000.0,"2nd Colony, Mirpur",False,True,False,False
An Amazing 1542 Sq.ft -3 Bedroom Apartment Is Up For Sale In Shah Ali Bag .,3.0,3.0,7.0,1.0,1542.0,8500000.0,"Section 1, Mirpur",False,True,False,False
Evaluate This 650 Square Feet Apartment For Sale In Mirpur,2.0,2.0,5.0,1.0,650.0,2400000.0,"Section 11, Mirpur",False,True,False,False
"Buy This Nice Flat Of 1250 Sq Ft, Which Is Located At Darussalam, Mirpur",3.0,3.0,8.0,1.0,1250.0,6250000.0,"Darussalam, Mirpur",False,True,False,False
"Obtain This Well Fitted Flat Of 1250 Sq Ft Which Is Up For Sale In Darussalam, Mirpur",3.0,2.0,4.0,1.0,1250.0,6250000.0,"Darussalam, Mirpur",False,True,False,False
"See This 3 Bedroom Smartly Priced Apartment Which Is Up For Sale In North Ibrahimpur, That You Should Check.",3.0,3.0,3.0,1.0,1600.0,9500000.0,"North Ibrahimpur, Ibrahimpur",False,True,False,False
1275 Sq.Ft. Apartment Available For Sale In North Manikdi,3.0,3.0,3.0,1.0,1275.0,5737500.0,"Manikdi, Cantonment",False,True,False,False
"Ready 875 SQ FT flat is now for sale in Mirpur, Block E",2.0,2.0,6.0,1.0,875.0,4000000.0,"Section 1, Mirpur",False,True,False,False
"At Mirpur, 3200 Sq Ft Well Fitted Full Building For Commercial Purpose Is Ready To Sale",3.0,3.0,6.0,1.0,3200.0,20000000.0,"Section 1, Mirpur",False,True,False,False
Offering you 1300 SQ FT flat for sale in Mirpur near to Paikpara Jame Masjid,3.0,3.0,4.0,1.0,1300.0,6500000.0,"Middle Paikpara, Mirpur",False,True,False,False
Offering You A 1300 Sq Ft Flat For Sale In Middle Paikpara Near Paikpara Central Jame Masjid,3.0,3.0,7.0,1.0,1300.0,6500000.0,"Middle Paikpara, Mirpur",False,True,False,False
Apartment Of 1180 Sq Ft Is For Sale In Bashundhara R-a Near Nsu,3.0,3.0,1.0,1.0,1180.0,7500000.0,"Block I, Bashundhara R-A",False,True,False,False
Flat For Sale In Mohammadpur Near Mohammadpur Girls&#039; High School,2.0,2.0,8.0,1.0,956.0,5800000.0,"Nurjahan Road, Mohammadpur",False,True,False,False
"Select This 1250 Square Feet Apartment Up For Sale In Mohammadpur, Shekhertek",3.0,2.0,3.0,1.0,1250.0,7500000.0,"Shekhertek, Mohammadpur",False,True,False,False
"Buy This Nice Flat Of 900 Sq Ft, Which Is Located At West Monipur Near Jame Mosjid",3.0,2.0,1.0,1.0,900.0,4320000.0,"West Monipur, Mirpur",False,True,False,False
This Very New Nice Flat Of 925 Sq Ft Is Up For Sale In West Monipur,3.0,2.0,2.0,1.0,925.0,4440000.0,"West Monipur, Mirpur",False,True,False,False
"900 Square Feet Apartment Is For Sale At Kamal Sharani, West Monipur",3.0,2.0,3.0,1.0,900.0,4320000.0,"West Monipur, Mirpur",False,True,False,False
1800 SQ FT flat is now for sale in Pirerbag,4.0,4.0,9.0,1.0,1800.0,9000000.0,"Pirerbag, Mirpur",False,True,False,False
"Be Content With Your Amazing Home Taste Through Buying This 1225 Sq Ft Flat In Mirpur, West Shewrapara",3.0,2.0,3.0,1.0,1225.0,5512500.0,"West Shewrapara, Mirpur",False,True,False,False
"This Very Nice Flat Of 1100 Sq Ft Is Up For Sale In West Monipur, Mirpur",3.0,2.0,4.0,1.0,1100.0,4620000.0,"West Monipur, Mirpur",False,True,False,False
"Buy This Nice Flat Of 1100 Sq Ft, Which Is Located At Gedu Matabor Road, Ibrahimpur",3.0,2.0,6.0,1.0,1100.0,5800000.0,"North Ibrahimpur, Ibrahimpur",False,True,False,False
"See This 1300 Sq Ft Apartment For Sale Is All Set For You In Taltola, Agargaon",2.0,2.0,2.0,1.0,1300.0,6500000.0,"Taltola, Agargaon",False,True,False,False
A Finely Built 800 Sq Ft Flat Is Up For sale In North Pirerbag,3.0,2.0,6.0,1.0,800.0,5300000.0,"Pirerbag, Mirpur",False,True,False,False
"Convenient Flat Is Up for Sale In Mohammadpur, Near To BRAC Bank Limited | ATM Booth",2.0,2.0,5.0,1.0,830.0,4700000.0,"PC Culture Housing, Mohammadpur",False,True,False,False
4025 Sq Ft Commercial Space Is Available For Sale In Bashundhara R-a,3.0,3.0,6.0,1.0,4025.0,50000000.0,"Block B, Bashundhara R-A",False,True,False,False
"1200 Sq Ft Residential Flat Is Being Constructed For Sale In Mirpur, Ahmed Nagar",3.0,3.0,4.0,1.0,1200.0,7500000.0,"Ahmed Nagar, Mirpur",False,True,False,False
"See This 1465 Sq Ft Apartment For Sale Is All Set For You In S P Road, Paikpara",3.0,3.0,6.0,1.0,1465.0,8000000.0,"Paikpara, Mirpur",False,True,False,False
"Looking for a nice home to sale in Mirpur, check this one which is 1050 SQ FT",3.0,2.0,2.0,1.0,1050.0,6000000.0,"Pallabi, Mirpur",False,True,False,False
Lovely Apartment Covering An Area Of 1260 Sq Ft Is Up For Sale In Uttara Near Uttara South Lake,3.0,3.0,1.0,1.0,1260.0,7000000.0,"Sector 5, Uttara",False,True,False,False
At Senpara Nice Flat Up For Sale Near Mother Care International School,3.0,3.0,8.0,1.0,1275.0,7200000.0,"Section 10, Mirpur",False,True,False,False
Flat For Sale In Mirpur Near Senpara Jame Masjid,2.0,2.0,2.0,1.0,855.0,4275000.0,"Section 10, Mirpur",False,True,False,False
Remarkable Office Of 2154 Sq Ft Is Available For Sale In Shiddheswari,3.0,3.0,9.0,1.0,2154.0,32310000.0,"Outer Circular Road, Shiddheswari",False,True,False,False
Ample Office Of 2154 Sq Ft Is Waiting For Sale In Outer Circular Road,3.0,3.0,8.0,1.0,2154.0,32310000.0,"Outer Circular Road, Shiddheswari",False,True,False,False
"We bring you a beautiful and distinct Flat of 1513 sq ft for sale in sector 1, uttara",3.0,3.0,2.0,1.0,1513.0,13500000.0,"Sector 1, Uttara",False,True,False,False
"An Apartments Of 2000 Sq Ft Is Available For Sale In The Most Prime Location Of Sector 11, Uttara",3.0,4.0,5.0,1.0,2000.0,20000000.0,"Sector 11, Uttara",False,True,False,False
A Nicely Constructed Apartment Of 1175 Sq Ft Is Available Right Now For Sale In Shiddheswari,3.0,3.0,4.0,1.0,1175.0,9987500.0,"Outer Circular Road, Shiddheswari",False,True,False,False
"Make This 1100 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In North Shahjahanpur",3.0,3.0,3.0,1.0,1100.0,9000000.0,"Amtola Masjid Goli Road, North Shahjahanpur",False,True,False,False
"1637 Sq Ft Spacious Apartment Is Ready For Sale In Senpara Parbata, Mirpur",3.0,4.0,1.0,1.0,1637.0,12000000.0,"Section 10, Mirpur",False,True,False,False
1425 Sq Ft Apartment For Sale In Mirpur 12,3.0,3.0,5.0,1.0,1425.0,11500000.0,"Section 12, Mirpur",False,True,False,False
Ready 1500 Sq Ft Flat Is Now For Sale In Bashundhara R-a,3.0,3.0,2.0,1.0,1500.0,12000000.0,"Block I, Bashundhara R-A",False,True,False,False
Beautiful 612 SQ FT flat is available for sale in Mirpur 12,2.0,2.0,3.0,1.0,612.0,2900000.0,"Section 12, Mirpur",False,True,False,False
"Ready apartment 650 SQ FT is now for sale in Block C, Mirpur",2.0,2.0,1.0,1.0,650.0,4000000.0,"Section 12, Mirpur",False,True,False,False
"A 1220 Sq. Ft. Residential Apartment Is For Sale At Banasree , Main Road .",3.0,3.0,4.0,1.0,1220.0,9500000.0,"Block F, Banasree",False,True,False,False
Move In And Inhabit This 1020 Sq Ft Properly Constructed Apartment For Sale In Sultanganj,2.0,2.0,4.0,1.0,1020.0,5000000.0,"Rayer Bazaar, Hazaribag",False,True,False,False
"Buy This 1310 Square Feet Flat In The Prominent Location Of Bashundhara R-a, Block J",3.0,3.0,2.0,1.0,1310.0,9825000.0,"Block J, Bashundhara R-A",False,True,False,False
"1310 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3.0,3.0,2.0,1.0,1310.0,12000000.0,"Block J, Bashundhara R-A",False,True,False,False
Live With Your Family In This Cozy 650 Sq Ft Residential Flat For Sale In Mirpur-6,2.0,2.0,4.0,1.0,650.0,2800000.0,"Section 6, Mirpur",False,True,False,False
"Start A New Home, In This 2900 Sq Ft Flat For Sale In Bashundhara R/A Block C, Near Independent University, Bangladesh",4.0,5.0,5.0,1.0,2900.0,35000000.0,"Block C, Bashundhara R-A",False,True,False,False
"600 Sq Ft Apartment For Sale In Mirpur, Section 12",2.0,2.0,7.0,1.0,600.0,3250000.0,"Section 12, Mirpur",False,True,False,False
At Khilkhet Close To Kurmitola High School and College A 1125 Sq.Ft Residential Apartment For Sale,3.0,3.0,7.0,1.0,1125.0,5925000.0,"School Road, Khilkhet",False,True,False,False
A 3 Bedroom Residential Apartment For Sale At Bashundhara Next To Sunnydale School .,3.0,4.0,4.0,1.0,2230.0,21200000.0,"Block F, Bashundhara R-A",False,True,False,False
Seize This 1150 Sq Ft Apartment Up For Sale In Mirpur Dohs,2.0,2.0,1.0,1.0,1150.0,8700000.0,"Mirpur DOHS, Mirpur",False,True,False,False
Sophisticated Style! This 1175 Sq.Ft Flat For Sale In Senpara Parbata Is All About It .,3.0,2.0,3.0,1.0,1175.0,7000000.0,"Section 10, Mirpur",False,True,False,False
Worthy 1040 SQ FT residence is for sale at Banasree,3.0,3.0,6.0,1.0,1040.0,6500000.0,"South Banasree Project, Banasree",False,True,False,False
"Checkout This 2060 Square Feet Flat Available For Sale In Bashundhara R-a, Block J",3.0,3.0,6.0,1.0,2060.0,18540000.0,"Block J, Bashundhara R-A",False,True,False,False
"1425 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block D",3.0,3.0,1.0,1.0,1425.0,19950000.0,"Block D, Bashundhara R-A",False,True,False,False
Appealing Property In Khilkhet – 3 Bedroom Flat For Sale,3.0,3.0,7.0,1.0,1280.0,7680000.0,"Amtola, Khilkhet",False,True,False,False
Discover Your Ideal 2650 Sq Ft Flat For Sale In Bashundhara R-A Today!,4.0,4.0,1.0,1.0,2650.0,21000000.0,"Block A, Bashundhara R-A",False,True,False,False
Settle Down In This 1218 Sq Ft Flat Up For Sale In Malibagh,3.0,3.0,1.0,1.0,1218.0,11000000.0,"Malibag College Road, Malibagh",False,True,False,False
Grab This 1475 Sq Ft Flat For Sale In Malibagh Chowdhury Para,3.0,3.0,5.0,1.0,1475.0,15000000.0,"Malibagh Chowdhury Para, Malibagh",False,True,False,False
"A 1500 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Nayatola, Maghbazar",3.0,3.0,5.0,1.0,1500.0,7300000.0,"Nayatola, Maghbazar",False,True,False,False
"Grab This 1275 Sq Ft Flat Up For Sale In Banasree, Block B",3.0,3.0,6.0,1.0,1275.0,10600000.0,"Block B, Banasree",False,True,False,False
"An Apartment Is Up For Sale In Ibrahimpur, Near Ibrahimpur Central Jame Masjid.",2.0,2.0,5.0,1.0,1050.0,4800000.0,"North Ibrahimpur, Ibrahimpur",False,True,False,False
A Decent Apartment In Mohakhali Near Jabala ICDDRB Is Up For Sale,2.0,2.0,5.0,1.0,850.0,5500000.0,"Dakhshin Para, Mohakhali",False,True,False,False
Flat For Sale In West Agargaon Nearby Bangladesh Public Service Commission,3.0,4.0,2.0,1.0,1440.0,7300000.0,"West Agargaon, Agargaon",False,True,False,False
"You Can Move Into This Well Planned And Comfortable Residential Flat In Uttara Sector 11 For Sale , Of 948 Sq Ft, Near Shaheed Monsur Ali Medical College And Hospital",2.0,3.0,5.0,1.0,948.0,7000000.0,"Sector 11, Uttara",False,True,False,False
Ready Apartment Of 1920 Sq Ft Is Now Available To Sale In Mohammadpur,3.0,3.0,9.0,1.0,1920.0,10500000.0,"Chandrima Model Town, Mohammadpur",False,True,False,False
"900 Sq Ft Residential Apartment Is On Sale In Sector 10, Uttara",2.0,2.0,2.0,1.0,900.0,4800000.0,"Sector 10, Uttara",False,True,False,False
Buy This 887 Sq Ft Flat In Keraniganj,2.0,2.0,5.0,1.0,887.0,3000000.0,Keraniganj,False,True,False,False
Properly Built Flat Is Up For Sale In Mirpur Section 10 Nearby Mercantile Bank Limited,3.0,2.0,1.0,1.0,1245.0,6800000.0,"Section 10, Mirpur",False,True,False,False
Apartment for sale is all set for you to settle in Mirpur close to Mirpur 10 No Market Masjid,3.0,2.0,2.0,1.0,1180.0,6500000.0,"Section 10, Mirpur",False,True,False,False
"1250 Sq Ft Residential Flat With Great Home Features For Sale In Mirpur, Dakkhin Paikpara",3.0,3.0,7.0,1.0,1250.0,8200000.0,"Dakkhin Paikpara, Mirpur",False,True,False,False
"Lovely Apartment Of 1300 Sq Ft Is Up For Sale In Dakkhin Paikpara, Mirpur",3.0,3.0,3.0,1.0,1300.0,8500000.0,"Dakkhin Paikpara, Mirpur",False,True,False,False
Grab This 307 Sq Ft Shop For Sale In Luxmibazar,3.0,3.0,2.0,1.0,307.0,9210000.0,"Luxmibazar, Sutrapur",False,True,False,False
307 Sq Ft Shop Area Is For Sale In Luxmibazar,3.0,3.0,2.0,1.0,307.0,9210000.0,"Luxmibazar, Sutrapur",False,True,False,False
"1000 Sq Ft Commercial Space Is For Sale In Luxmibazar, Sutrapur",3.0,3.0,1.0,1.0,1000.0,35000000.0,"Luxmibazar, Sutrapur",False,True,False,False
"Buy This 1000 Sq Ft Residential Flat In Mirpur, Paikpara",3.0,2.0,8.0,1.0,1000.0,6000000.0,"Ahmed Nagar, Mirpur",False,True,False,False
Reasonable 1265 Sq Ft Flat Is Available For Sale In Dakkhin Paikpara Sarak,3.0,3.0,2.0,1.0,1265.0,8800000.0,"Dakkhin Paikpara, Mirpur",False,True,False,False
Plan To Move In This 1450 Sq Ft Flat Which Is Up For Sale In Dolairpar,3.0,3.0,5.0,1.0,1450.0,7000000.0,"Kadamtali, Shyampur",False,True,False,False
"At Bashundhara, A 1650 Sq Ft Well Fitted Residential Property Is On Sale",3.0,3.0,6.0,1.0,1650.0,13200000.0,"Block F, Bashundhara R-A",False,True,False,False
A Nice Residential Flat For Sale Can Be Found In Banasree Nearby Banasree Jame Mosjid,3.0,3.0,2.0,0.0,1180.0,7000000.0,"Block E, Banasree",False,True,False,False
"Impressive Residential Property Is Up For Sale In Road No 12, Uttara 13",3.0,4.0,2.0,1.0,1650.0,14000000.0,"Sector 13, Uttara",False,True,False,False
Nice 1240 Sq Ft Flat Is Available For Sale In Dakkhin Paikpara,3.0,3.0,8.0,1.0,1240.0,8700000.0,"Dakkhin Paikpara, Mirpur",False,True,False,False
1504 Sq Ft Flat Is For Sale In The Thriving Arena Of Keraniganj,3.0,3.0,1.0,1.0,1504.0,7100000.0,Keraniganj,False,True,False,False
Find 750 Sq Ft Flat Available For Sale In Kadamtali,2.0,2.0,5.0,1.0,750.0,4000000.0,"Kadamtali, Shyampur",False,True,False,False
"Buy This Nice 750 Sq Ft Flat In Kadamtali, To Fulfill Your Wish",2.0,2.0,7.0,1.0,750.0,3500000.0,"Kadamtali, Shyampur",False,True,False,False
2.75 Katha Residential Plot For Sale In Mirpur-11,3.0,3.0,4.0,1.0,1980.0,18000000.0,"Section 11, Mirpur",False,True,False,False
Worthy 1585 SQ FT residence is for sale at Aftab Nagar,3.0,5.0,2.0,1.0,1585.0,14000000.0,"Block C, Aftab Nagar",False,True,False,False
1485 Sq ft Apartment with 3 bedrooms For Sale in Mohammadpur,3.0,3.0,8.0,1.0,1485.0,13200000.0,"Jahuri Moholla, Mohammadpur",False,True,False,False
"1545 Sq Ft Flat With 3 Modest Bedrooms For Sale In Mirpur-2, Block C",3.0,3.0,5.0,1.0,1545.0,14000000.0,"Section 2, Mirpur",False,True,False,False
Completely suitable and ready flat of 1050 SQ FT for Sale in Kallyanpur,3.0,3.0,6.0,1.0,1050.0,8200000.0,"Kallyanpur, Mirpur",False,True,False,False
A Residential Building Of 5600 Sq Ft With 2.5 Katha Land Is Available For Sale In East Shewrapara,16.0,10.0,4.0,1.0,5600.0,32500000.0,"East Shewrapara, Mirpur",False,True,False,False
Get comfortable in a 1650 SQ FT flat for sale in Bashabo,4.0,4.0,4.0,1.0,1650.0,9500000.0,"Bashabo Madartek Road, Bashabo",False,True,False,False
Grab This 2250 Square Ft. Apartment Up For Sale At Bashundhara R-A- Block I.,4.0,4.0,1.0,1.0,2250.0,21800000.0,"Block I, Bashundhara R-A",False,True,False,False
A Spacious 3000 Sft Shop Is For Sale In Kazi Nazrul Islam Avenue,3.0,3.0,1.0,1.0,3000.0,120000000.0,"Kazi Nazrul Islam Avenue, Banglamotors",False,True,False,False
Offering You 3 Katha Plot For Sale In Bashundhara R-a,3.0,3.0,4.0,1.0,2160.0,34800000.0,"Block G, Bashundhara R-A",False,True,False,False
Find 1350 Sq Ft Flat Available For Sale In Dakshin Khan,3.0,3.0,5.0,1.0,1350.0,8000000.0,"West Mollartek, Dakshin Khan",False,True,False,False
"This 1133 Sq Ft Flat Is Ready To Sale In Mirpur-2, Borobag",3.0,3.0,6.0,1.0,1133.0,5200000.0,"Section 2, Mirpur",False,True,False,False
A Nicely Build 980 Sq Ft And 3 Bedroom Apartment Is Vacant For Sale In Middle Paikpara Close To Bowshagari Central Masjid.,3.0,3.0,7.0,1.0,980.0,5500000.0,"Middle Paikpara, Mirpur",False,True,False,False
