Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,Price_in_taka,Location,City_cumilla,City_dhaka,City_gazipur,City_narayanganj-city
At Chandgaon R/A Nice Flat Up For Sale Near Chandgaon Post Office,3.0,3.0,4.0,1.0,1200.0,6500000.0,"Bahaddarhat, 4 No Chandgaon Ward",False,False,False,False
This 115 Sq.Ft Shop Is Up For Sale In Kazirhat.,3.0,3.0,1.0,1.0,115.0,2300000.0,"Mohara, 4 No Chandgaon Ward",False,False,False,False
"24,500 Sq Ft Ready Full Building Is Available For Sale At Bayazid .",50.0,10.0,4.0,1.0,24500.0,70000000.0,"Baluchara, Bayazid",False,False,False,False
Be The Owner Of This 1365 Sq Ft Beautiful Flat Which Is Vacant Now For Sale At Shahid Nagar,3.0,3.0,1.0,1.0,1365.0,6000000.0,"Shahid Nagar, Bayazid",False,False,False,False
1150 Square Feet And 2 Bedroom Flat Is For Sale At Pahartali,2.0,2.0,4.0,1.0,1150.0,4600000.0,"12 No. Sarai Para Ward, Double Mooring",False,False,False,False
Check This Fine Looking Flat Of 1150 Sq Ft Offered For Sale At Sarai Para,2.0,2.0,4.0,1.0,1150.0,4600000.0,"12 No. Sarai Para Ward, Double Mooring",False,False,False,False
Visit This 1050 Sq.ft Flat is For Sale At Pahartali Very Near To Janata Bank Limited,2.0,2.0,5.0,1.0,1050.0,4200000.0,"12 No. Sarai Para Ward, Double Mooring",False,False,False,False
Your Desired Large 2 Bedroom Home In Pahartali Is Now Vacant For Sale,2.0,2.0,1.0,1.0,1150.0,4600000.0,"12 No. Sarai Para Ward, Double Mooring",False,False,False,False
A 1750 Sq Ft Wonderful Flat Is For Sale At Hill View R/A,3.0,3.0,1.0,1.0,1750.0,10000000.0,"Hill View R/A, Bayazid",False,False,False,False
An Apartment Of 1352 Sq.Ft Is Up For Sale In Patharghata Near Patharghata Girls&#039; High School.,3.0,3.0,8.0,1.0,1352.0,6760000.0,"Patharghata, Kotwali",False,False,False,False
In The Location Of Patharghata An Apartment Is For Sale Near Patharghata Girls&#039; High School.,3.0,3.0,8.0,1.0,1370.0,6850000.0,"Patharghata, Kotwali",False,False,False,False
200 Sq Ft Commercial Shop Is Available For Sale At Bakalia,3.0,3.0,4.0,1.0,200.0,4600000.0,"Dewan Bazar, Bakalia",False,False,False,False
"Decor Your 86 Sq. Ft. Shop In Korbanganj, Is Up For Sale",3.0,3.0,1.0,1.0,86.0,1050000.0,"Korbanigonj, Kotwali",False,False,False,False
"Available For Sale In Double Mooring, A 1680 Sq Ft Lucrative Office Space",3.0,3.0,4.0,1.0,1680.0,30000000.0,"28 No. Pathantooly Ward, Double Mooring",False,False,False,False
Wonderful 1545 Sq Ft Flat Is Available For Sale In 9 No. North Pahartali Ward,3.0,3.0,3.0,1.0,1545.0,7725000.0,"West Khulshi R/A, 9 No. North Pahartali Ward",False,False,False,False
Adopt Your Destination At 1375 Sq Ft House Which Is Available For Sale In Lal Khan Bazaar,3.0,3.0,5.0,1.0,1375.0,8562500.0,"Hill Side Residential Area, Lal Khan Bazaar",False,False,False,False
To Settle Comfortably You Can Take This 1375 Sq Ft Flat For Sale In Lal Khan Bazaar,3.0,3.0,1.0,1.0,1375.0,8562500.0,"Hill Side Residential Area, Lal Khan Bazaar",False,False,False,False
An Apartment Of 1780 Sq.Ft For Sale Is All Set For You To Settle In Kazir Dewri Close To Mount Hospital (Pvt.) Ltd.,3.0,4.0,1.0,1.0,1780.0,13000000.0,"Joy Pahar Housing Estate, Kazir Dewri",False,False,False,False
"This Slender 3 Bedroom Flat At Lake Valley R/A-North Pahartali , Meeting Your Residential Concerns Is The Perfect Home To You.",3.0,3.0,6.0,1.0,1400.0,7800000.0,"Lake Valley R/A, 9 No. North Pahartali Ward",False,False,False,False
"Take The Offer Of Buying This 1544 Sq Ft Apartment At Sholokbahar, Al-madani Road",3.0,3.0,5.0,1.0,1544.0,9264000.0,"Al-Madani Road, Sholokbahar",False,False,False,False
Sholokbahar Is Offereing You A 1644 Sq Ft Apartment To Buy,3.0,3.0,6.0,1.0,1644.0,9864000.0,"Al-Madani Road, Sholokbahar",False,False,False,False
1646 Sq Ft Apartment Is Ready To Be Sold At Sholokbahar,3.0,3.0,8.0,1.0,1646.0,10039120.0,"Al-Madani Road, Sholokbahar",False,False,False,False
"1340 Square Feet Decent Flat Is Up For Sale In Bayazid, Raufabad Residential Area",3.0,3.0,4.0,1.0,1340.0,8000000.0,"Raufabad Residential Area, Bayazid",False,False,False,False
"2250 Sq Ft Apartment For Sale At Khulshi, Zakir Hossain Road",3.0,3.0,1.0,1.0,2250.0,16000000.0,"Zakir Hossain Road, Khulshi",False,False,False,False
We Have A 1335 Sq.Ft-3 Bedroom Flat For Sale In Bakalia Nearby Moor Ali Baper Jame Masjid,3.0,3.0,7.0,1.0,1335.0,5340000.0,"18 No. East Bakalia Ward, Bakalia",False,False,False,False
"Start A New Home, In This, 1325 Sq Ft Flat For Sale In Kalamia Bazar",3.0,3.0,6.0,1.0,1325.0,5300000.0,"18 No. East Bakalia Ward, Bakalia",False,False,False,False
Visit This Apartment For Sale In Halishahar Near Abdul Gofur Mosque,3.0,3.0,7.0,1.0,1600.0,6500000.0,"37 No. North-Middle Halishahar Ward, Halishahar",False,False,False,False
A 1100 Sq Ft Apartment Is Waiting For Sale At Lal Khan Bazaar Nearby Chittagong Police Institution,3.0,3.0,1.0,1.0,1100.0,5500000.0,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",False,False,False,False
Ready Flat 2250 Sq Ft Is Now For Sale In Nasirabad Nearby Agrani Bank Limited,3.0,3.0,8.0,1.0,2250.0,12000000.0,"Zakir Hossain By Lane, East Nasirabad",False,False,False,False
5 Katha Residential Plot For Sale In 3 No. Panchlaish Ward,3.0,3.0,4.0,1.0,3600.0,20000000.0,"3 No. Panchlaish Ward, Bayazid",False,False,False,False
Suitable For Family Living A 1644 Sq Ft Flat Is Available For Sale In Sholokbahar,3.0,3.0,1.0,1.0,1644.0,9864000.0,"Al-Madani Road, Sholokbahar",False,False,False,False
"In The Location Of Firingee Bazaar, An Apartment Is For Sale Near Firingee Bazaar Temple",3.0,3.0,1.0,1.0,1608.0,8040000.0,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",False,False,False,False
1740 Sq Ft Luxurious Apartment Is Ready For Sale In South Khulshi Area,3.0,3.0,2.0,1.0,1740.0,11500000.0,"South Khulshi, Khulshi",False,False,False,False
5050 Sq Ft Full Commercial Building Is For Sale At Hathazari.,3.0,3.0,4.0,1.0,5050.0,90000000.0,"Chowdhury Hat, Hathazari",False,False,False,False
"1775 Sq Ft Apartment With 3 Bedrooms Is Available To Sale In Kotwali, Patharghata",3.0,3.0,8.0,1.0,1775.0,12137500.0,"Patharghata, Kotwali",False,False,False,False
Acquire This Flat For Your Next Residence In A Nice Location Of Bagmoniram Is Up For Sale.,3.0,3.0,5.0,1.0,1700.0,10500000.0,"Chatteshwari Road, 15 No. Bagmoniram Ward",False,False,False,False
Offering You A Nice Flat For Sale In Chatteshwari Road Near Chatteshwari Road,3.0,3.0,3.0,1.0,1430.0,8500000.0,"Chatteshwari Road, 15 No. Bagmoniram Ward",False,False,False,False
Close To Railway Workshop Gate Jame Mosque This 900 Sq.Ft Residential Apartment For Sale,2.0,2.0,1.0,1.0,900.0,4500000.0,"Ambagan Road, Railway Colony",False,False,False,False
A well-constructed 1325 SQ FT flat is for sale in Bakalia,3.0,3.0,4.0,1.0,1325.0,5300000.0,"18 No. East Bakalia Ward, Bakalia",False,False,False,False
"1646 Sq Ft Lovely Apartment For Sale At Khushi, Yakub Future Park Housing",3.0,4.0,7.0,1.0,1646.0,11028200.0,"Yakub Future Park Housing, Khulshi",False,False,False,False
10500 Sq Ft Abundant Commercial Space For Sale In Double Mooring,3.0,3.0,6.0,1.0,10500.0,147000000.0,"Sheikh Mujib Road, Double Mooring",False,False,False,False
Visit This Apartment For Sale Covering An Area Of 1588 Sq Ft In Double Mooring Near Boro Pukur Par Masjid,3.0,3.0,3.0,1.0,1588.0,9800000.0,"25 No. Rampur Ward, Double Mooring",False,False,False,False
"Pursue This 1175 Sq Ft Flat Up For Sale In West Khulshi R/a, Badc Road",3.0,3.0,7.0,1.0,1175.0,5875000.0,"West Khulshi R/A, 9 No. North Pahartali Ward",False,False,False,False
Seize This 1545 Sq Ft Flat For Sale In West Khulshi R/a,3.0,3.0,7.0,1.0,1545.0,7725000.0,"West Khulshi R/A, 9 No. North Pahartali Ward",False,False,False,False
"1336 Sq Ft Prefect Flat For Sale In 9 No. North Pahartali Ward, West Khulshi R/a",3.0,3.0,7.0,1.0,1336.0,6680000.0,"West Khulshi R/A, 9 No. North Pahartali Ward",False,False,False,False
Let Us Introduce You To This 1699 Sq Ft Flat For Sale In 9 No. North Pahartali Ward,3.0,3.0,6.0,1.0,1699.0,8495000.0,"West Khulshi R/A, 9 No. North Pahartali Ward",False,False,False,False
Upgrade Your Home Experience By Buying This 1739 Sq Ft Flat In 9 No. North Pahartali Ward,3.0,3.0,6.0,1.0,1739.0,8695000.0,"West Khulshi R/A, 9 No. North Pahartali Ward",False,False,False,False
"Buy This 1440 Sq Ft Flat In The Area Of Bayazid, Hill View R/a, Block A",3.0,3.0,3.0,1.0,1440.0,6000000.0,"Hill View R/A, Bayazid",False,False,False,False
"1440 Sq Ft Flat With 3 Bedrooms For Sale At Bayazid, Hill View R/a, Block A",3.0,3.0,3.0,1.0,1440.0,6192000.0,"Hill View R/A, Bayazid",False,False,False,False
"1440 Sq Ft Flat Is Set For Sale At Bayazid, Hill View R/a",3.0,3.0,4.0,1.0,1440.0,6000000.0,"Hill View R/A, Bayazid",False,False,False,False
"Buy This 1440 Sq Ft Flat In Bayazid, Hill View R/a",3.0,3.0,2.0,1.0,1440.0,6192000.0,"Hill View R/A, Bayazid",False,False,False,False
"We Are Offering You This 1440 Sq Ft Flat Up For Sale In Bayazid, Hill View R/a, Block A",3.0,3.0,2.0,1.0,1440.0,6192000.0,"Hill View R/A, Bayazid",False,False,False,False
This 129 Sq Ft Shop Is Up For Sale In South Halishahar,3.0,3.0,4.0,1.0,129.0,3725000.0,"39 No. South Halishahar Ward, Halishahar",False,False,False,False
A Commercial Shop Is Up For Sale In The Location Of Halishahar Near Navy Hospital,3.0,3.0,4.0,1.0,176.0,4400000.0,"39 No. South Halishahar Ward, Halishahar",False,False,False,False
"In Halishahar Near Navy Hospital, A 110 Sq. Ft Shop Is Vacant For Sale.",3.0,3.0,4.0,1.0,110.0,2750000.0,"39 No. South Halishahar Ward, Halishahar",False,False,False,False
"Buy This 2200 Sq Ft Apartment In Khulshi, Zakir Hossain Road",3.0,4.0,1.0,1.0,2200.0,13000000.0,"Zakir Hossain Road, Khulshi",False,False,False,False
"Buy This 2000 Sq Ft Apartment In Khulshi, Zakir Hossain Road",3.0,4.0,6.0,1.0,2000.0,13000000.0,"Zakir Hossain Road, Khulshi",False,False,False,False
"An apartment is ready for sale at Enayet Bazaar Ward, near United Commercial Bank Limited",3.0,2.0,3.0,1.0,1290.0,8000000.0,"Goaltuli Lane, 22 No. Enayet Bazaar Ward",False,False,False,False
A Unique Apartment In Colonel Hat Near Colonel Hat City Corporation Is Up For Sale,3.0,3.0,2.0,1.0,1397.0,5838000.0,"Colonel Hat, 10 No. North Kattali Ward",False,False,False,False
"Buy This Decent 1630 Sq Ft Ready Flat In Bayazid, Polytechnic",3.0,4.0,6.0,1.0,1630.0,8500000.0,"Polytechnic, Bayazid",False,False,False,False
"At Bayazid, Green Valley 1370 Sq Ft Apartment For Sale",3.0,3.0,1.0,1.0,1370.0,6500000.0,"Green Valley, Bayazid",False,False,False,False
&#039;At South khulsi 1450sqf ready flat for sale&#039;,3.0,3.0,4.0,1.0,1380.0,7500000.0,"Road No 1, South Khulsi",False,False,False,False
An Impressive 1750 Sq Ft Residential Apartment Is Up For Sale In The Center Of O R Nizam Road Residential Area.,3.0,3.0,4.0,1.0,1380.0,14000000.0,"Nasirabad, 15 No. Bagmoniram Ward",False,False,False,False
FUll Building Up For Sale In Lal Khan Bazaar Near To Police Institution,3.0,3.0,4.0,1.0,1380.0,350000000.0,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",False,False,False,False
Very Well Designed 1314 Sq Ft Residential Flat Is There For Sale At Nasirabad,3.0,3.0,2.0,1.0,1314.0,7570000.0,"Nasirabad, Bayazid",False,False,False,False
Offering you a 1650 SQ FT flat for sale in Khulshi,3.0,3.0,9.0,1.0,1650.0,9675000.0,"Yakub Future Park Housing, Khulshi",False,False,False,False
"1500 Sq Ft Flat For Sale In Panchlaish, Katalgonj",3.0,3.0,4.0,1.0,1500.0,11000000.0,"Katalgonj, Panchlaish",False,False,False,False
"Grab This 2200 Sq Ft Apartment With 3 Beds Up For Sale At Halishahar Housing Estate, Block H",3.0,3.0,2.0,1.0,2200.0,12100000.0,"26 No. North Halishahar Ward, Halishahar",False,False,False,False
"Make This Your New Home Which Is Up For Sale In Dewan Bazar, Covering 1206 Sq Ft Space",3.0,3.0,1.0,1.0,1206.0,5427000.0,"Dewan Bazar, Bakalia",False,False,False,False
Properly Designed This 1900 Sq Ft Apartment Is Now Up For Sale In Muradpur,3.0,4.0,5.0,1.0,1900.0,14100000.0,"Nasirabad Housing Society, Muradpur",False,False,False,False
Shop Space Up For Sale In Bahaddarhat Nearby Bahaddarhat Jame Masjid,3.0,3.0,5.0,1.0,93.0,2418000.0,"CDA Avenue, Sholokbahar",False,False,False,False
Fully Fitted Shop Space Of 110 Sq Ft Is Ready To Sale In 9 No. North Pahartali Ward Close To Brac Bank Limited,3.0,3.0,1.0,1.0,110.0,3850000.0,"Dhaka Trunk Road, 9 No. North Pahartali Ward",False,False,False,False
"Agree To Buy This 111 Sq Ft Shop In 9 No. North Pahartali Ward, To Invest Rationally In Your Business",3.0,3.0,4.0,1.0,111.0,3885000.0,"Dhaka Trunk Road, 9 No. North Pahartali Ward",False,False,False,False
"In Cosmopolitan R/A , 1120 Square Feet Medium Size Apartment Is Available For Sale",2.0,2.0,5.0,1.0,1120.0,6720000.0,"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",False,False,False,False
In The Beautiful Neighborhood In Chandgaon Near By Chandgaon C.D.A Abashik Elaka Jame Moshjid A 1700 Sq.Ft Flat Is Up For Sale,3.0,3.0,4.0,1.0,1700.0,8160000.0,"Chandgaon Residential Area, 4 No Chandgaon Ward",False,False,False,False
This Nice Flat Is Now Up For Sale In South Agrabad Near South Point Hospital,3.0,3.0,2.0,1.0,1075.0,5052500.0,"South Agrabad, Double Mooring",False,False,False,False
1050 Sq Ft Ready Flat For Sale At Bayazid,2.0,2.0,6.0,1.0,1050.0,4000000.0,"Chadra Nagar, Bayazid",False,False,False,False
138 Sq Ft Shop Is Available For Sale In Halishahar Nearby Halishahar Thana,3.0,3.0,1.0,1.0,138.0,3950000.0,"39 No. South Halishahar Ward, Halishahar",False,False,False,False
Buy This 864 Sq Ft Apartment In 17 No West Bakalia Ward,2.0,2.0,6.0,1.0,864.0,4800000.0,"17 No West Bakalia Ward, Bakalia",False,False,False,False
Nice 1440 Sq Ft Flat Is Available For Sale In West Khulshi,3.0,3.0,8.0,1.0,1440.0,8200000.0,"West Khulshi, 9 No. North Pahartali Ward",False,False,False,False
"1800 Sq Ft Flat For Sale In A Great Locality Of Panchlaish, Sugandha Residential Area",3.0,3.0,6.0,1.0,1800.0,15824000.0,"Sugandha Residential Area, Panchlaish",False,False,False,False
"Built With Modern Amenities, Check This Flat for Sale Which Is 1860 Sq Ft in Muradpur",3.0,4.0,5.0,1.0,1860.0,13820000.0,"Nasirabad Housing Society, Muradpur",False,False,False,False
New With A View – 1841 Sq Ft Flat For Sale In South Khulsi,4.0,4.0,2.0,1.0,1841.0,16000000.0,"South Khulshi, Khulshi",False,False,False,False
Pursue This 1300 Square Feet Flat To Buy In Bayazid,3.0,3.0,6.0,1.0,1300.0,6200000.0,"Ali Nagar, Bayazid",False,False,False,False
"At Momin Bagh R/A , A 3 Bedroom Large Residential Apartment For Sale",3.0,3.0,4.0,1.0,1380.0,4800000.0,"Ali Nagar, Bayazid",False,False,False,False
Buy This Great 2530 Sq Ft Apartment In Nasirabad,4.0,5.0,6.0,1.0,2530.0,29095000.0,"Nasirabad, 15 No. Bagmoniram Ward",False,False,False,False
Offering you 1650 SQ FT flat for sale in 9 No. North Pahartali Ward,4.0,3.0,9.0,1.0,1650.0,8200000.0,"West Khulshi R/A, 9 No. North Pahartali Ward",False,False,False,False
Buy This 980 Sq Ft Apartment With 2 Bedrooms In 24 No. North Agrabad Ward,2.0,2.0,5.0,1.0,980.0,4200000.0,"24 No. North Agrabad Ward, Double Mooring",False,False,False,False
1305 Sq Ft Modern Apartment For Sale At South Khulshi,3.0,3.0,5.0,1.0,1305.0,11000000.0,"South Khulshi, Khulshi",False,False,False,False
Great News! This 1200 Sq Ft Flat For Sale In 37 No. North-Middle Halishahar Ward Which Can Be Your Next Destination,3.0,3.0,4.0,1.0,1200.0,4500000.0,"37 No. North-Middle Halishahar Ward, Halishahar",False,False,False,False
Visit This 1592 Square Feet Residential Apartment At 16 No. Chawk Bazaar Ward For Sale,3.0,4.0,5.0,1.0,1592.0,8560000.0,"Munshi Pukur Par, 16 No. Chawk Bazaar Ward",False,False,False,False
See This 1300 Sq Ft Ready Comfortable Flat For Sale At Bayazid Near To Rahman Nagar Jaame Masjid,3.0,3.0,6.0,1.0,1300.0,7500000.0,"Nasirabad, Bayazid",False,False,False,False
A Nice And Comfortable 1262 Sq Ft Flat Is Up For Sale In Dewan Bazar,3.0,3.0,5.0,1.0,1262.0,5679000.0,"Dewan Bazar, Bakalia",False,False,False,False
View This 1186 Sq Ft Ready Apartment For Sale In Bakalia,3.0,3.0,8.0,1.0,1186.0,5337000.0,"Dewan Bazar, Bakalia",False,False,False,False
"At Mohara, Kazirhat 145 Sq Ft Commercial Area Is Available To Sale",3.0,3.0,1.0,1.0,145.0,2900000.0,"Mohara, 4 No Chandgaon Ward",False,False,False,False
2987 Square Feet Brand New Apartment Up For Sale In Panchlaish Residential Area,3.0,3.0,4.0,1.0,1380.0,27000000.0,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",False,False,False,False
A 3 Bedroom And 1190 Sq Ft Properly Developed Flat For Sale In 7 No. West Sholoshohor Ward,3.0,3.0,4.0,1.0,1380.0,6000000.0,7 No. West Sholoshohor Ward,False,False,False,False
"At Bagmoniram, A Ready Flat Is Up For Sale Close To Jame Masjid",3.0,3.0,4.0,1.0,1380.0,15500000.0,"Hillview Residential Area, 15 No. Bagmoniram Ward",False,False,False,False
3.5 Katha Plot Is Up For Sale In Kaibalyadham Housing Society,3.0,3.0,4.0,1.0,2520.0,14500000.0,"Kaibalyadham Housing Society, 9 No. North Pahartali Ward",False,False,False,False
Find 900 SQ FT flat available for Sale in Pahartali near to Mirza Ahmed Ispahani High School,3.0,3.0,4.0,1.0,1380.0,3200000.0,"West Khulshi R/A, 9 No. North Pahartali Ward",False,False,False,False
Look At This 1592 Square Feet Residential Apartment For Sale At 16 No. Chawk Bazaar Ward.,3.0,5.0,3.0,1.0,1592.0,8560000.0,"Munshi Pukur Par, 16 No. Chawk Bazaar Ward",False,False,False,False
"Choose Your Destination, 1150 Sq Ft Apartment Which Is Available To Sale In Double Mooring",3.0,2.0,2.0,1.0,1150.0,6200000.0,"24 No. North Agrabad Ward, Double Mooring",False,False,False,False
Take This Attractive Flat Which Is Up For Sale In Dewan Bazar Featuring 1186 Sq Ft,3.0,3.0,1.0,1.0,1186.0,5337000.0,"Dewan Bazar, Bakalia",False,False,False,False
"Take A Look At This 854 Sq Ft Apartment Up For Sale In Bakalia Residential Area, Bakalia",2.0,2.0,6.0,1.0,854.0,4800000.0,"17 No West Bakalia Ward, Bakalia",False,False,False,False
Settle Down In This 1450 Sq Ft Apartment Up For Sale At Khulshi,3.0,3.0,6.0,1.0,1450.0,8500000.0,"Yakub Future Park Housing, Khulshi",False,False,False,False
Check This Nice 1340 Sq Ft Flat For Sale At West Khulshi,3.0,3.0,8.0,1.0,1340.0,6800000.0,"West Khulshi, 9 No. North Pahartali Ward",False,False,False,False
"At 9 No. North Pahartali Ward, A 125 Sq Ft Suitable Commercial Shop Is Up For Sale",3.0,3.0,2.0,1.0,125.0,4375000.0,"Dhaka Trunk Road, 9 No. North Pahartali Ward",False,False,False,False
This 115 Square Feet Commercial Shop For Sale At 9 No. North Pahartali Ward.,3.0,3.0,2.0,1.0,115.0,4025000.0,"Dhaka Trunk Road, 9 No. North Pahartali Ward",False,False,False,False
Amazing 1400 Sq Ft Apartment Is Up For Sale And All Set For You To Settle In Bakalia,3.0,3.0,6.0,1.0,1400.0,7700000.0,"Dewan Bazar, Bakalia",False,False,False,False
A 150 Sq.Ft Commercial Office For Sale In Bahaddarhat Near To Bahaddarhat Jame Masjid.,3.0,3.0,5.0,1.0,150.0,3700000.0,"CDA Avenue, Sholokbahar",False,False,False,False
"Look At This Nice 950 Sq Ft Flat Is Up For Sale At Chadra Nagar, Bayazid",2.0,2.0,1.0,1.0,950.0,5000000.0,"Chadra Nagar, Bayazid",False,False,False,False
Check This Apartment Up For Sale At South Agrabad Near CDA Central Mosque.,3.0,3.0,4.0,1.0,1700.0,8500000.0,"South Agrabad, Double Mooring",False,False,False,False
1265 Sq. Ft Flat For Sale At Shamoly R/a Near Jamia Ahmadia Sunnia Alia Madrasah,3.0,3.0,3.0,1.0,1265.0,5500000.0,"24 No. North Agrabad Ward, Double Mooring",False,False,False,False
"Grab This Flat Of 1500 Sq Ft Which Is Up For Sale In Dewan Bazar, Bakalia Before It&#039;s Sold Out",3.0,3.0,3.0,1.0,1500.0,8250000.0,"Dewan Bazar, Bakalia",False,False,False,False
1850 Sq Ft Apartment Is Ready To Sale In Muradpur,3.0,4.0,7.0,1.0,1850.0,10000000.0,"Nasirabad Housing Society, Muradpur",False,False,False,False
A Convenient 1253 Sq Ft Residential Flat Is Prepared To Be Sold At Dewan Bazar,3.0,3.0,7.0,1.0,1253.0,5638500.0,"Dewan Bazar, Bakalia",False,False,False,False
11000 Sq Ft Full Building Is For Sale At Paharika Residential Area,7.0,8.0,4.0,1.0,11000.0,45000000.0,"South Khulshi, Khulshi",False,False,False,False
An Office Space Of 150 Sq.Ft Is Vacant For Sale In Bahaddarhat Near To Bahaddarhat Jame Masjid,3.0,3.0,6.0,1.0,150.0,3100000.0,"CDA Avenue, Sholokbahar",False,False,False,False
1300 Sq Ft Flat With 3 Bedrooms For Sale At South Khulshi,3.0,3.0,6.0,1.0,1300.0,9700000.0,"South Khulshi, Khulshi",False,False,False,False
A 1850 Sq. Ft. Flat Is Now Up For Sale Located Near To Dakshin Kattali Pranhory Gov. Model Primary School In Kattali,3.0,3.0,4.0,1.0,1380.0,8500000.0,"Proshanti R/A, 10 No. North Kattali Ward",False,False,False,False
1320 Sq Ft Flat With 3 Bedrooms For Sale In 7 No. West Sholoshohor Ward,3.0,3.0,3.0,1.0,1320.0,7000000.0,"CDA Avenue, 7 No. West Sholoshohor Ward",False,False,False,False
For Sale Purpose 1100 Sq Ft Commendable Designed Apartment Is Available In 19 No. South Bakalia Ward,3.0,3.0,5.0,1.0,1100.0,5500000.0,"19 No. South Bakalia Ward, Bakalia",False,False,False,False
This 1612 Sq Ft Apartment Is Ready For Sale In Jamal Khan,3.0,3.0,3.0,1.0,1612.0,12000000.0,"Rahmatganj, Jamal Khan",False,False,False,False
965 Sq Ft Apartment Is Up For Sale In 33 No. Firingee Bazaar Ward,3.0,3.0,7.0,1.0,965.0,5200000.0,"Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward",False,False,False,False
2200 Sq Ft Apartment Is Ready For Sale At 26 No. North Halishahar Ward,3.0,3.0,7.0,1.0,2200.0,12100000.0,"26 No. North Halishahar Ward, Halishahar",False,False,False,False
Acquire This Shop Which Is Up For Sale In Bandartila Near Navy Hospital,3.0,3.0,1.0,1.0,169.0,5175000.0,"39 No. South Halishahar Ward, Halishahar",False,False,False,False
"Lovely Flat Of 1250 Sq Ft Is Available For Sale In Halishahar, Near Halishahar Police Station",3.0,3.0,6.0,1.0,1250.0,7500000.0,"26 No. North Halishahar Ward, Halishahar",False,False,False,False
1400 Sq Ft Flat Is Up For Sale At 7 No. West Sholoshohor Ward,3.0,3.0,1.0,1.0,1400.0,8500000.0,"Mohammad Pur Road, 7 No. West Sholoshohor Ward",False,False,False,False
"Buy This Nice 1200 Sq Ft Apartment In Halishahar, To Fulfill Your Wish",3.0,3.0,4.0,1.0,1200.0,4500000.0,"37 No. North-Middle Halishahar Ward, Halishahar",False,False,False,False
"A Comfy 2100 Sq Ft Flat For A Family Is Here For Sale In Rose Valley R/a, Right Close To Ktc",3.0,4.0,3.0,1.0,2100.0,16000000.0,"Rose Valley Residential Area, 9 No. North Pahartali Ward",False,False,False,False
"150 Sq Ft Delightful Shop For Sale In 9 No. North Pahartali Ward, Dhaka Trunk Road",3.0,3.0,4.0,1.0,150.0,3000000.0,"Dhaka Trunk Road, 9 No. North Pahartali Ward",False,False,False,False
Envision Your Business Growing In This 125 Sq Ft Shop Space For Sale In 9 No. North Pahartali Ward,3.0,3.0,3.0,1.0,125.0,4375000.0,"Dhaka Trunk Road, 9 No. North Pahartali Ward",False,False,False,False
125 Sq Ft Shop Property For Sale In 9 No. North Pahartali Ward,3.0,3.0,5.0,1.0,125.0,4375000.0,"Dhaka Trunk Road, 9 No. North Pahartali Ward",False,False,False,False
A Very Well-fitted Apartment Is Here Sited At Foys Lake Featuring 1600 Sq Ft Space For Sale.,3.0,3.0,6.0,1.0,1600.0,7000000.0,"Foys Lake, 9 No. North Pahartali Ward",False,False,False,False
"This 1240 Square Feet Apartment Is Ready For Sale At Lake View Society, 9 No. North Pahartali Ward",3.0,3.0,6.0,1.0,1240.0,5000000.0,"Foys Lake, 9 No. North Pahartali Ward",False,False,False,False
"Well Set Commercial Shop For Sale Is Available In Firinghee Bazar, Near Islamia University College, Chattagram",3.0,3.0,1.0,1.0,120.0,2500000.0,"Sadarghat Road, 33 No. Firingee Bazaar Ward",False,False,False,False
"A Nicely Planned 1050 Sq Ft Flat Is Up For Sale In Ashkar Dighir Par, Jamal Khan",3.0,3.0,4.0,1.0,1050.0,7000000.0,"Ashkar Dighir Par, Jamal Khan",False,False,False,False
Close To East Madarbari City Corporation Girls High School A 1270 Square Feet Residential Apartment For Sale.,3.0,3.0,3.0,1.0,1270.0,6604000.0,"Majhirghat Road, 30 No. East Madarbari Ward",False,False,False,False
"Apartment Of 1350 Sq Ft For Sale In Bangla Bazar, Bayazid",3.0,3.0,1.0,1.0,1350.0,6000000.0,"Bangla Bazar, Bayazid",False,False,False,False
A Convenient 2252 Sq Ft Residential Flat Is Prepared To Be Sold At 31 No. Alkoron Ward,4.0,4.0,1.0,1.0,2252.0,11260000.0,"Alkaran Road, 31 No. Alkoron Ward",False,False,False,False
Completely Suitable And Ready Flat Of 1350 Sq Ft Is Up For Sale In New Monsurabad,3.0,3.0,1.0,1.0,1350.0,6831000.0,10 No. North Kattali Ward,False,False,False,False
A Well-constructed 2500 Sq Ft Flat Is For Sale In 31 No. Alkoron Ward,4.0,5.0,8.0,1.0,2500.0,17500000.0,"Alkaran Road, 31 No. Alkoron Ward",False,False,False,False
Nasirabad Is Offering You A 2540 Sq Ft Apartment For Sale,4.0,5.0,8.0,1.0,2540.0,29210000.0,"Nasirabad, 15 No. Bagmoniram Ward",False,False,False,False
Pursue This 2530 Sq Ft Apartment For Sale In 15 No. Bagmoniram Ward,4.0,5.0,8.0,1.0,2530.0,29095000.0,"Nasirabad, 15 No. Bagmoniram Ward",False,False,False,False
